Gene,Isoforms,Unique Exon Count
PB.10189,"PB.10189.1, PB.10189.10, PB.10189.11, PB.10189.12, PB.10189.13, PB.10189.14, PB.10189.15, PB.10189.16, PB.10189.17, PB.10189.18, PB.10189.2, PB.10189.20, PB.10189.22, PB.10189.23, PB.10189.24, PB.10189.25, PB.10189.26, PB.10189.27, PB.10189.28, PB.10189.29, PB.10189.3, PB.10189.4, PB.10189.5, PB.10189.8, PB.10189.9",44
PB.1019,PB.1019.1,1
PB.10190,"PB.10190.1, PB.10190.2, PB.10190.3, PB.10190.4",10
PB.10191,"PB.10191.1, PB.10191.2",4
PB.10192,"PB.10192.1, PB.10192.10, PB.10192.11, PB.10192.12, PB.10192.13, PB.10192.14, PB.10192.15, PB.10192.16, PB.10192.17, PB.10192.18, PB.10192.19, PB.10192.2, PB.10192.20, PB.10192.22, PB.10192.23, PB.10192.24, PB.10192.25, PB.10192.3, PB.10192.4, PB.10192.5, PB.10192.6, PB.10192.7, PB.10192.8, PB.10192.9",39
PB.10193,"PB.10193.1, PB.10193.2, PB.10193.3, PB.10193.4, PB.10193.5, PB.10193.6, PB.10193.7, PB.10193.8, PB.10193.9",17
PB.10194,"PB.10194.1, PB.10194.2, PB.10194.3",7
PB.10195,"PB.10195.1, PB.10195.2, PB.10195.3",6
PB.10196,"PB.10196.1, PB.10196.10, PB.10196.11, PB.10196.12, PB.10196.13, PB.10196.14, PB.10196.15, PB.10196.16, PB.10196.2, PB.10196.3, PB.10196.4, PB.10196.5, PB.10196.6, PB.10196.7, PB.10196.8",27
PB.10197,"PB.10197.10, PB.10197.11, PB.10197.3, PB.10197.4, PB.10197.5, PB.10197.6, PB.10197.7, PB.10197.8, PB.10197.9",11
PB.10198,"PB.10198.1, PB.10198.2",4
PB.10199,"PB.10199.1, PB.10199.10, PB.10199.11, PB.10199.12, PB.10199.13, PB.10199.14, PB.10199.15, PB.10199.16, PB.10199.17, PB.10199.18, PB.10199.19, PB.10199.20, PB.10199.21, PB.10199.22, PB.10199.23, PB.10199.24, PB.10199.25, PB.10199.8, PB.10199.9",30
PB.102,PB.102.1,4
PB.1020,PB.1020.1,3
PB.10200,PB.10200.1,1
PB.10201,"PB.10201.1, PB.10201.2, PB.10201.3",5
PB.10202,"PB.10202.1, PB.10202.2, PB.10202.3, PB.10202.4, PB.10202.5, PB.10202.6, PB.10202.7",12
PB.10203,"PB.10203.1, PB.10203.12, PB.10203.13, PB.10203.14, PB.10203.15, PB.10203.18, PB.10203.2, PB.10203.21, PB.10203.22, PB.10203.23, PB.10203.24, PB.10203.25, PB.10203.26, PB.10203.27, PB.10203.28, PB.10203.29, PB.10203.30, PB.10203.31, PB.10203.32, PB.10203.33, PB.10203.34, PB.10203.35, PB.10203.36, PB.10203.37, PB.10203.38, PB.10203.39, PB.10203.9",51
PB.10204,"PB.10204.1, PB.10204.2, PB.10204.3, PB.10204.4",10
PB.10205,"PB.10205.1, PB.10205.3, PB.10205.4, PB.10205.5, PB.10205.6, PB.10205.7, PB.10205.8, PB.10205.9",16
PB.10206,"PB.10206.1, PB.10206.10, PB.10206.11, PB.10206.12, PB.10206.13, PB.10206.14, PB.10206.15, PB.10206.16, PB.10206.17, PB.10206.18, PB.10206.2, PB.10206.3, PB.10206.4, PB.10206.5, PB.10206.6, PB.10206.7",36
PB.10207,"PB.10207.1, PB.10207.3, PB.10207.4",7
PB.10208,PB.10208.1,6
PB.10209,PB.10209.1,2
PB.1021,PB.1021.1,1
PB.10210,"PB.10210.1, PB.10210.10, PB.10210.11, PB.10210.12, PB.10210.13, PB.10210.14, PB.10210.15, PB.10210.16, PB.10210.17, PB.10210.18, PB.10210.19, PB.10210.2, PB.10210.20, PB.10210.21, PB.10210.22, PB.10210.23, PB.10210.24, PB.10210.25, PB.10210.26, PB.10210.27, PB.10210.3, PB.10210.6, PB.10210.7, PB.10210.8, PB.10210.9",39
PB.10211,"PB.10211.1, PB.10211.10, PB.10211.11, PB.10211.12, PB.10211.13, PB.10211.15, PB.10211.16, PB.10211.17, PB.10211.18, PB.10211.2, PB.10211.20, PB.10211.21, PB.10211.23, PB.10211.24, PB.10211.25, PB.10211.3, PB.10211.4, PB.10211.5, PB.10211.6, PB.10211.7, PB.10211.8, PB.10211.9",52
PB.10212,"PB.10212.3, PB.10212.4",3
PB.10213,PB.10213.1,6
PB.10214,"PB.10214.1, PB.10214.2",4
PB.10215,"PB.10215.1, PB.10215.2, PB.10215.3, PB.10215.4, PB.10215.5, PB.10215.6",9
PB.10216,"PB.10216.10, PB.10216.3, PB.10216.4, PB.10216.9",7
PB.10217,"PB.10217.10, PB.10217.11, PB.10217.12, PB.10217.13, PB.10217.8, PB.10217.9",8
PB.10218,"PB.10218.1, PB.10218.2, PB.10218.3, PB.10218.4, PB.10218.5",11
PB.10219,"PB.10219.1, PB.10219.10, PB.10219.3, PB.10219.5, PB.10219.6, PB.10219.7, PB.10219.8, PB.10219.9",14
PB.1022,"PB.1022.1, PB.1022.2, PB.1022.3, PB.1022.4, PB.1022.5, PB.1022.6",13
PB.10220,"PB.10220.1, PB.10220.2, PB.10220.3",10
PB.10221,"PB.10221.1, PB.10221.2, PB.10221.3, PB.10221.4",8
PB.10222,"PB.10222.1, PB.10222.12, PB.10222.15, PB.10222.16, PB.10222.17, PB.10222.19, PB.10222.21, PB.10222.22, PB.10222.23, PB.10222.24, PB.10222.26, PB.10222.27, PB.10222.28, PB.10222.29, PB.10222.3, PB.10222.30, PB.10222.31, PB.10222.32, PB.10222.35, PB.10222.36, PB.10222.37, PB.10222.38, PB.10222.39, PB.10222.4, PB.10222.40, PB.10222.41, PB.10222.42, PB.10222.43, PB.10222.44, PB.10222.46, PB.10222.47, PB.10222.48, PB.10222.49, PB.10222.5, PB.10222.50, PB.10222.6, PB.10222.7, PB.10222.9",59
PB.10223,"PB.10223.1, PB.10223.2",3
PB.10224,PB.10224.1,4
PB.10225,"PB.10225.1, PB.10225.10, PB.10225.2, PB.10225.5, PB.10225.6, PB.10225.7, PB.10225.8, PB.10225.9",13
PB.10226,PB.10226.1,7
PB.10227,"PB.10227.1, PB.10227.2, PB.10227.3",5
PB.10228,"PB.10228.1, PB.10228.2, PB.10228.3, PB.10228.4, PB.10228.5, PB.10228.6, PB.10228.7, PB.10228.8",16
PB.10229,"PB.10229.1, PB.10229.10, PB.10229.11, PB.10229.12, PB.10229.13, PB.10229.2, PB.10229.3, PB.10229.4, PB.10229.5, PB.10229.6, PB.10229.7, PB.10229.8, PB.10229.9",28
PB.1023,PB.1023.1,3
PB.10230,"PB.10230.1, PB.10230.2",4
PB.10231,"PB.10231.1, PB.10231.2, PB.10231.3, PB.10231.4, PB.10231.5",11
PB.10232,"PB.10232.1, PB.10232.4, PB.10232.5, PB.10232.6, PB.10232.7, PB.10232.8, PB.10232.9",16
PB.10233,"PB.10233.1, PB.10233.2, PB.10233.3, PB.10233.4",7
PB.10234,"PB.10234.1, PB.10234.10, PB.10234.11, PB.10234.2, PB.10234.3, PB.10234.4, PB.10234.5, PB.10234.6, PB.10234.7, PB.10234.8, PB.10234.9",23
PB.10235,"PB.10235.1, PB.10235.2",6
PB.10236,"PB.10236.1, PB.10236.10, PB.10236.11, PB.10236.12, PB.10236.13, PB.10236.14, PB.10236.15, PB.10236.16, PB.10236.17, PB.10236.18, PB.10236.19, PB.10236.2, PB.10236.20, PB.10236.21, PB.10236.22, PB.10236.25, PB.10236.26, PB.10236.27, PB.10236.28, PB.10236.29, PB.10236.30, PB.10236.7, PB.10236.8, PB.10236.9",33
PB.10237,"PB.10237.1, PB.10237.11, PB.10237.12, PB.10237.14, PB.10237.15, PB.10237.2, PB.10237.21, PB.10237.23, PB.10237.25, PB.10237.26, PB.10237.27, PB.10237.29, PB.10237.3, PB.10237.30, PB.10237.31, PB.10237.32, PB.10237.33, PB.10237.34, PB.10237.35, PB.10237.36, PB.10237.37, PB.10237.38, PB.10237.39, PB.10237.4, PB.10237.40, PB.10237.47, PB.10237.49, PB.10237.50, PB.10237.51, PB.10237.56, PB.10237.58, PB.10237.60, PB.10237.62, PB.10237.64, PB.10237.65, PB.10237.66, PB.10237.68, PB.10237.69, PB.10237.70, PB.10237.71, PB.10237.72, PB.10237.73, PB.10237.9",71
PB.10238,"PB.10238.1, PB.10238.2, PB.10238.3",6
PB.10239,"PB.10239.1, PB.10239.2",4
PB.1024,"PB.1024.1, PB.1024.2",4
PB.10240,"PB.10240.1, PB.10240.10, PB.10240.11, PB.10240.2, PB.10240.3, PB.10240.4, PB.10240.5, PB.10240.6, PB.10240.7, PB.10240.8",34
PB.10241,"PB.10241.1, PB.10241.2, PB.10241.3, PB.10241.4, PB.10241.5, PB.10241.6, PB.10241.7, PB.10241.8",10
PB.10242,PB.10242.1,2
PB.10243,PB.10243.1,2
PB.10244,"PB.10244.1, PB.10244.2, PB.10244.3, PB.10244.6, PB.10244.7, PB.10244.8",8
PB.10245,"PB.10245.1, PB.10245.2, PB.10245.3, PB.10245.4, PB.10245.5, PB.10245.6, PB.10245.7",18
PB.10246,"PB.10246.1, PB.10246.10, PB.10246.12, PB.10246.13, PB.10246.14, PB.10246.15, PB.10246.16, PB.10246.17, PB.10246.18, PB.10246.19, PB.10246.21, PB.10246.22, PB.10246.23, PB.10246.24, PB.10246.25, PB.10246.29, PB.10246.3, PB.10246.31, PB.10246.32, PB.10246.33, PB.10246.34, PB.10246.35, PB.10246.36, PB.10246.37, PB.10246.40, PB.10246.41, PB.10246.6",37
PB.10247,"PB.10247.1, PB.10247.2, PB.10247.3, PB.10247.4",10
PB.10248,"PB.10248.1, PB.10248.10, PB.10248.13, PB.10248.14, PB.10248.15, PB.10248.16, PB.10248.17, PB.10248.18, PB.10248.19, PB.10248.2, PB.10248.20, PB.10248.21, PB.10248.22, PB.10248.23, PB.10248.24, PB.10248.26, PB.10248.27, PB.10248.4, PB.10248.5, PB.10248.7, PB.10248.8, PB.10248.9",36
PB.10249,"PB.10249.1, PB.10249.2, PB.10249.3, PB.10249.4",10
PB.1025,"PB.1025.1, PB.1025.10, PB.1025.11, PB.1025.12, PB.1025.13, PB.1025.14, PB.1025.15, PB.1025.16, PB.1025.2, PB.1025.3, PB.1025.4, PB.1025.5, PB.1025.6, PB.1025.7, PB.1025.8, PB.1025.9",23
PB.10250,"PB.10250.1, PB.10250.2, PB.10250.3, PB.10250.4, PB.10250.5, PB.10250.6, PB.10250.7, PB.10250.8",16
PB.10251,"PB.10251.1, PB.10251.2, PB.10251.3, PB.10251.4, PB.10251.5, PB.10251.6, PB.10251.7, PB.10251.8",13
PB.10252,"PB.10252.1, PB.10252.2, PB.10252.3, PB.10252.4, PB.10252.5, PB.10252.6, PB.10252.7, PB.10252.8",11
PB.10253,"PB.10253.1, PB.10253.2, PB.10253.3, PB.10253.4",10
PB.10254,PB.10254.1,2
PB.10255,"PB.10255.1, PB.10255.2",4
PB.10256,"PB.10256.1, PB.10256.10, PB.10256.11, PB.10256.12, PB.10256.13, PB.10256.14, PB.10256.15, PB.10256.16, PB.10256.2, PB.10256.3, PB.10256.4, PB.10256.5, PB.10256.6, PB.10256.7, PB.10256.8, PB.10256.9",25
PB.10257,"PB.10257.1, PB.10257.2, PB.10257.3",9
PB.10258,"PB.10258.1, PB.10258.10, PB.10258.11, PB.10258.12, PB.10258.2, PB.10258.3, PB.10258.4, PB.10258.8, PB.10258.9",12
PB.10259,PB.10259.1,4
PB.1026,PB.1026.1,1
PB.10260,"PB.10260.1, PB.10260.2, PB.10260.3",9
PB.10261,"PB.10261.1, PB.10261.2, PB.10261.3, PB.10261.4",12
PB.10262,"PB.10262.1, PB.10262.2, PB.10262.3",6
PB.10263,"PB.10263.2, PB.10263.3, PB.10263.4",3
PB.10264,"PB.10264.1, PB.10264.2, PB.10264.3, PB.10264.4, PB.10264.5",9
PB.10265,"PB.10265.1, PB.10265.2, PB.10265.3, PB.10265.4, PB.10265.5, PB.10265.6, PB.10265.7, PB.10265.8",16
PB.10266,PB.10266.1,3
PB.10267,"PB.10267.1, PB.10267.2, PB.10267.3, PB.10267.4, PB.10267.5, PB.10267.6, PB.10267.7, PB.10267.8",12
PB.10268,"PB.10268.1, PB.10268.2, PB.10268.3, PB.10268.4, PB.10268.5, PB.10268.6, PB.10268.7",9
PB.10269,"PB.10269.1, PB.10269.2, PB.10269.3",9
PB.1027,"PB.1027.17, PB.1027.18, PB.1027.19, PB.1027.2, PB.1027.20, PB.1027.21, PB.1027.22, PB.1027.23, PB.1027.24, PB.1027.26, PB.1027.29, PB.1027.3, PB.1027.32, PB.1027.33, PB.1027.34, PB.1027.35, PB.1027.36, PB.1027.37, PB.1027.38, PB.1027.39, PB.1027.4, PB.1027.47, PB.1027.5, PB.1027.53, PB.1027.55, PB.1027.56, PB.1027.60, PB.1027.61, PB.1027.62, PB.1027.63, PB.1027.65, PB.1027.67, PB.1027.68, PB.1027.69, PB.1027.70, PB.1027.71, PB.1027.72, PB.1027.73, PB.1027.74",47
PB.10270,PB.10270.1,2
PB.10271,"PB.10271.1, PB.10271.10, PB.10271.11, PB.10271.12, PB.10271.13, PB.10271.14, PB.10271.15, PB.10271.2, PB.10271.3, PB.10271.4, PB.10271.5, PB.10271.6, PB.10271.7, PB.10271.8, PB.10271.9",25
PB.10272,"PB.10272.1, PB.10272.10, PB.10272.11, PB.10272.12, PB.10272.13, PB.10272.14, PB.10272.15, PB.10272.16, PB.10272.17, PB.10272.18, PB.10272.19, PB.10272.2, PB.10272.20, PB.10272.21, PB.10272.22, PB.10272.25, PB.10272.26, PB.10272.27, PB.10272.28, PB.10272.3, PB.10272.4, PB.10272.5",39
PB.10273,"PB.10273.1, PB.10273.10, PB.10273.12, PB.10273.13, PB.10273.14, PB.10273.15, PB.10273.2, PB.10273.3, PB.10273.4, PB.10273.5, PB.10273.6, PB.10273.7, PB.10273.8, PB.10273.9",23
PB.10274,"PB.10274.1, PB.10274.10, PB.10274.3, PB.10274.4, PB.10274.5, PB.10274.6, PB.10274.7, PB.10274.8, PB.10274.9",15
PB.10275,"PB.10275.1, PB.10275.2, PB.10275.3, PB.10275.4",8
PB.10276,"PB.10276.10, PB.10276.11, PB.10276.12, PB.10276.13, PB.10276.14, PB.10276.15, PB.10276.16, PB.10276.17, PB.10276.18, PB.10276.19, PB.10276.20, PB.10276.21, PB.10276.22, PB.10276.23, PB.10276.3, PB.10276.4, PB.10276.5, PB.10276.6, PB.10276.7, PB.10276.8, PB.10276.9",36
PB.10277,"PB.10277.10, PB.10277.11, PB.10277.12, PB.10277.14, PB.10277.15, PB.10277.16, PB.10277.17, PB.10277.2, PB.10277.4, PB.10277.5, PB.10277.6, PB.10277.7",25
PB.10278,"PB.10278.1, PB.10278.2, PB.10278.3",4
PB.10279,"PB.10279.1, PB.10279.2, PB.10279.3",6
PB.1028,"PB.1028.10, PB.1028.11, PB.1028.12, PB.1028.13, PB.1028.15, PB.1028.2, PB.1028.20, PB.1028.21, PB.1028.3, PB.1028.4, PB.1028.5, PB.1028.6, PB.1028.7, PB.1028.8, PB.1028.9",28
PB.10280,"PB.10280.1, PB.10280.10, PB.10280.11, PB.10280.12, PB.10280.13, PB.10280.14, PB.10280.15, PB.10280.16, PB.10280.2, PB.10280.3, PB.10280.4, PB.10280.5, PB.10280.6, PB.10280.7, PB.10280.8, PB.10280.9",37
PB.10281,PB.10281.1,2
PB.10282,PB.10282.1,2
PB.10283,PB.10283.1,2
PB.10284,PB.10284.1,4
PB.10285,"PB.10285.1, PB.10285.2, PB.10285.3, PB.10285.4, PB.10285.5",11
PB.10286,"PB.10286.2, PB.10286.5, PB.10286.7, PB.10286.8, PB.10286.9",8
PB.10287,"PB.10287.1, PB.10287.2",3
PB.10288,PB.10288.1,2
PB.10289,"PB.10289.1, PB.10289.2, PB.10289.3",3
PB.1029,"PB.1029.1, PB.1029.2, PB.1029.3, PB.1029.4, PB.1029.5, PB.1029.6",10
PB.10290,PB.10290.1,3
PB.10291,PB.10291.1,3
PB.10292,PB.10292.1,3
PB.10293,PB.10293.1,3
PB.10294,PB.10294.1,3
PB.10295,PB.10295.1,3
PB.10296,PB.10296.1,3
PB.10297,"PB.10297.1, PB.10297.10, PB.10297.11, PB.10297.12, PB.10297.2, PB.10297.4, PB.10297.5, PB.10297.6, PB.10297.7, PB.10297.8, PB.10297.9",18
PB.10298,"PB.10298.1, PB.10298.2, PB.10298.3, PB.10298.4, PB.10298.5, PB.10298.6, PB.10298.7, PB.10298.8",18
PB.10299,"PB.10299.1, PB.10299.10, PB.10299.13, PB.10299.17, PB.10299.2, PB.10299.3, PB.10299.6, PB.10299.7, PB.10299.8, PB.10299.9",16
PB.103,"PB.103.1, PB.103.2, PB.103.3, PB.103.4, PB.103.5, PB.103.6, PB.103.7",13
PB.1030,"PB.1030.1, PB.1030.2",4
PB.10300,PB.10300.1,8
PB.10301,"PB.10301.1, PB.10301.2, PB.10301.3, PB.10301.4",6
PB.10302,PB.10302.1,3
PB.10303,"PB.10303.1, PB.10303.2, PB.10303.3",12
PB.10304,"PB.10304.1, PB.10304.2",5
PB.10305,"PB.10305.1, PB.10305.2, PB.10305.3, PB.10305.4, PB.10305.5, PB.10305.6, PB.10305.7",17
PB.10306,"PB.10306.1, PB.10306.10, PB.10306.12, PB.10306.13, PB.10306.14, PB.10306.15, PB.10306.16, PB.10306.17, PB.10306.18, PB.10306.19, PB.10306.2, PB.10306.20, PB.10306.21, PB.10306.22, PB.10306.23, PB.10306.24, PB.10306.25, PB.10306.26, PB.10306.3, PB.10306.4, PB.10306.5, PB.10306.6, PB.10306.7, PB.10306.8, PB.10306.9",33
PB.10307,"PB.10307.1, PB.10307.2",7
PB.10308,"PB.10308.1, PB.10308.2",4
PB.10309,"PB.10309.1, PB.10309.2, PB.10309.3, PB.10309.4, PB.10309.5, PB.10309.6, PB.10309.7, PB.10309.8, PB.10309.9",15
PB.1031,"PB.1031.1, PB.1031.10, PB.1031.11, PB.1031.12, PB.1031.13, PB.1031.14, PB.1031.15, PB.1031.2, PB.1031.3, PB.1031.4, PB.1031.5, PB.1031.6, PB.1031.7, PB.1031.8, PB.1031.9",20
PB.10310,"PB.10310.1, PB.10310.2, PB.10310.3",24
PB.10311,"PB.10311.1, PB.10311.2",4
PB.10312,"PB.10312.1, PB.10312.2, PB.10312.3, PB.10312.4",8
PB.10313,"PB.10313.1, PB.10313.2",5
PB.10314,"PB.10314.1, PB.10314.10, PB.10314.13, PB.10314.14, PB.10314.15, PB.10314.16, PB.10314.17, PB.10314.18, PB.10314.19, PB.10314.2, PB.10314.20, PB.10314.21, PB.10314.22, PB.10314.23, PB.10314.3, PB.10314.4, PB.10314.5, PB.10314.6, PB.10314.7, PB.10314.8, PB.10314.9",24
PB.10315,"PB.10315.1, PB.10315.10, PB.10315.2, PB.10315.3, PB.10315.4, PB.10315.5, PB.10315.7, PB.10315.9",21
PB.10316,"PB.10316.1, PB.10316.2, PB.10316.3, PB.10316.4, PB.10316.5",7
PB.10317,"PB.10317.1, PB.10317.10, PB.10317.11, PB.10317.2, PB.10317.3, PB.10317.4, PB.10317.5, PB.10317.6, PB.10317.9",14
PB.10318,"PB.10318.1, PB.10318.3, PB.10318.4, PB.10318.5",9
PB.10319,PB.10319.1,1
PB.1032,"PB.1032.1, PB.1032.2, PB.1032.3",6
PB.10320,"PB.10320.3, PB.10320.4, PB.10320.5",8
PB.10321,"PB.10321.1, PB.10321.2, PB.10321.3, PB.10321.4, PB.10321.5, PB.10321.6, PB.10321.7, PB.10321.8",13
PB.10322,PB.10322.1,3
PB.10323,"PB.10323.1, PB.10323.2, PB.10323.3, PB.10323.4",12
PB.10324,"PB.10324.10, PB.10324.11, PB.10324.12, PB.10324.13, PB.10324.14, PB.10324.15, PB.10324.16, PB.10324.17, PB.10324.18, PB.10324.19, PB.10324.2, PB.10324.20, PB.10324.21, PB.10324.22, PB.10324.23, PB.10324.24, PB.10324.25, PB.10324.26, PB.10324.3, PB.10324.30, PB.10324.31, PB.10324.32, PB.10324.33, PB.10324.34, PB.10324.35, PB.10324.36, PB.10324.37, PB.10324.39, PB.10324.4, PB.10324.40, PB.10324.41, PB.10324.42, PB.10324.43, PB.10324.44, PB.10324.45, PB.10324.47, PB.10324.49, PB.10324.5, PB.10324.50, PB.10324.51, PB.10324.52, PB.10324.53, PB.10324.54, PB.10324.55, PB.10324.56, PB.10324.57, PB.10324.58, PB.10324.59, PB.10324.6, PB.10324.62, PB.10324.63, PB.10324.64, PB.10324.66, PB.10324.68, PB.10324.69, PB.10324.7, PB.10324.70, PB.10324.71, PB.10324.72, PB.10324.73, PB.10324.75, PB.10324.76, PB.10324.77, PB.10324.78, PB.10324.8, PB.10324.80, PB.10324.81, PB.10324.82, PB.10324.83, PB.10324.85, PB.10324.86, PB.10324.88, PB.10324.89, PB.10324.9, PB.10324.90, PB.10324.91, PB.10324.92, PB.10324.93, PB.10324.94, PB.10324.95, PB.10324.97, PB.10324.98, PB.10324.99",148
PB.10325,"PB.10325.1, PB.10325.10, PB.10325.2, PB.10325.3, PB.10325.4, PB.10325.5, PB.10325.6, PB.10325.7, PB.10325.8, PB.10325.9",15
PB.10326,"PB.10326.1, PB.10326.10, PB.10326.11, PB.10326.2, PB.10326.3, PB.10326.4, PB.10326.5, PB.10326.6, PB.10326.7, PB.10326.8, PB.10326.9",19
PB.10327,PB.10327.1,1
PB.10328,"PB.10328.1, PB.10328.2, PB.10328.3, PB.10328.4",7
PB.10329,"PB.10329.1, PB.10329.10, PB.10329.11, PB.10329.12, PB.10329.13, PB.10329.14, PB.10329.15, PB.10329.3, PB.10329.4, PB.10329.5, PB.10329.6, PB.10329.7, PB.10329.8, PB.10329.9",20
PB.1033,"PB.1033.1, PB.1033.2, PB.1033.3",6
PB.10330,"PB.10330.1, PB.10330.2, PB.10330.3, PB.10330.4",8
PB.10331,"PB.10331.1, PB.10331.2, PB.10331.3, PB.10331.4",6
PB.10332,"PB.10332.1, PB.10332.10, PB.10332.11, PB.10332.12, PB.10332.13, PB.10332.14, PB.10332.15, PB.10332.16, PB.10332.17, PB.10332.18, PB.10332.19, PB.10332.2, PB.10332.20, PB.10332.21, PB.10332.22, PB.10332.25, PB.10332.26, PB.10332.27, PB.10332.28, PB.10332.29, PB.10332.3, PB.10332.4, PB.10332.5, PB.10332.6, PB.10332.7, PB.10332.8, PB.10332.9",44
PB.10333,"PB.10333.1, PB.10333.2, PB.10333.3, PB.10333.4",8
PB.10334,"PB.10334.1, PB.10334.10, PB.10334.11, PB.10334.12, PB.10334.13, PB.10334.2, PB.10334.3, PB.10334.4, PB.10334.5, PB.10334.7, PB.10334.8, PB.10334.9",19
PB.10335,"PB.10335.1, PB.10335.2",4
PB.10336,"PB.10336.1, PB.10336.10, PB.10336.11, PB.10336.12, PB.10336.13, PB.10336.14, PB.10336.15, PB.10336.16, PB.10336.9",15
PB.10337,"PB.10337.1, PB.10337.2, PB.10337.3, PB.10337.4, PB.10337.6, PB.10337.7",11
PB.10338,"PB.10338.1, PB.10338.2",4
PB.10339,"PB.10339.1, PB.10339.2, PB.10339.3, PB.10339.4",8
PB.1034,"PB.1034.1, PB.1034.2, PB.1034.3, PB.1034.4",9
PB.10340,"PB.10340.1, PB.10340.2",2
PB.10341,"PB.10341.1, PB.10341.2, PB.10341.3, PB.10341.4, PB.10341.5",7
PB.10342,"PB.10342.1, PB.10342.2, PB.10342.3, PB.10342.4",9
PB.10343,PB.10343.1,2
PB.10344,"PB.10344.1, PB.10344.2, PB.10344.3, PB.10344.4, PB.10344.5, PB.10344.6, PB.10344.7, PB.10344.8",14
PB.10345,"PB.10345.1, PB.10345.2, PB.10345.3, PB.10345.4, PB.10345.5, PB.10345.6",8
PB.10346,"PB.10346.1, PB.10346.2, PB.10346.3, PB.10346.4, PB.10346.5, PB.10346.6, PB.10346.7",12
PB.10347,"PB.10347.1, PB.10347.2, PB.10347.3, PB.10347.4, PB.10347.5, PB.10347.6, PB.10347.7, PB.10347.8",14
PB.10348,"PB.10348.1, PB.10348.10, PB.10348.11, PB.10348.12, PB.10348.13, PB.10348.14, PB.10348.15, PB.10348.16, PB.10348.17, PB.10348.18, PB.10348.19, PB.10348.2, PB.10348.20, PB.10348.21, PB.10348.3, PB.10348.4, PB.10348.5, PB.10348.6, PB.10348.7, PB.10348.8, PB.10348.9",39
PB.10349,"PB.10349.1, PB.10349.11, PB.10349.12, PB.10349.13, PB.10349.14, PB.10349.15, PB.10349.16, PB.10349.17, PB.10349.18, PB.10349.2, PB.10349.21, PB.10349.22, PB.10349.23, PB.10349.24, PB.10349.25, PB.10349.3, PB.10349.4, PB.10349.5, PB.10349.6, PB.10349.7, PB.10349.8, PB.10349.9",51
PB.1035,"PB.1035.1, PB.1035.2, PB.1035.5",5
PB.10350,"PB.10350.1, PB.10350.2, PB.10350.6",4
PB.10351,"PB.10351.1, PB.10351.2",4
PB.10352,"PB.10352.1, PB.10352.2, PB.10352.3, PB.10352.4, PB.10352.5, PB.10352.6, PB.10352.7",13
PB.10353,"PB.10353.1, PB.10353.2",7
PB.10354,PB.10354.1,2
PB.10355,"PB.10355.1, PB.10355.2, PB.10355.3, PB.10355.4, PB.10355.5, PB.10355.6, PB.10355.7, PB.10355.8",19
PB.10356,"PB.10356.1, PB.10356.10, PB.10356.11, PB.10356.12, PB.10356.14, PB.10356.15, PB.10356.16, PB.10356.17, PB.10356.18, PB.10356.19, PB.10356.2, PB.10356.20, PB.10356.21, PB.10356.22, PB.10356.23, PB.10356.24, PB.10356.25, PB.10356.26, PB.10356.3, PB.10356.5, PB.10356.6, PB.10356.7, PB.10356.8, PB.10356.9",52
PB.10357,"PB.10357.1, PB.10357.2, PB.10357.3, PB.10357.5, PB.10357.6, PB.10357.8, PB.10357.9",13
PB.10358,"PB.10358.1, PB.10358.2",5
PB.10359,"PB.10359.1, PB.10359.2, PB.10359.3, PB.10359.4, PB.10359.5, PB.10359.6, PB.10359.7, PB.10359.8, PB.10359.9",15
PB.1036,"PB.1036.1, PB.1036.10, PB.1036.11, PB.1036.12, PB.1036.16, PB.1036.17, PB.1036.18, PB.1036.19, PB.1036.2",11
PB.10360,"PB.10360.1, PB.10360.2",3
PB.10361,PB.10361.1,9
PB.10362,"PB.10362.1, PB.10362.10, PB.10362.11, PB.10362.12, PB.10362.13, PB.10362.14, PB.10362.15, PB.10362.16, PB.10362.17, PB.10362.18, PB.10362.19, PB.10362.2, PB.10362.20, PB.10362.21, PB.10362.3, PB.10362.5, PB.10362.6, PB.10362.7, PB.10362.8, PB.10362.9",38
PB.10363,"PB.10363.1, PB.10363.10, PB.10363.11, PB.10363.12, PB.10363.13, PB.10363.14, PB.10363.15, PB.10363.16, PB.10363.17, PB.10363.18, PB.10363.19, PB.10363.2, PB.10363.5, PB.10363.7, PB.10363.8, PB.10363.9",26
PB.10364,"PB.10364.1, PB.10364.2, PB.10364.3, PB.10364.4",5
PB.10365,PB.10365.1,6
PB.10366,"PB.10366.1, PB.10366.10, PB.10366.11, PB.10366.12, PB.10366.13, PB.10366.14, PB.10366.2, PB.10366.3, PB.10366.4, PB.10366.6, PB.10366.7, PB.10366.9",22
PB.10367,"PB.10367.10, PB.10367.11, PB.10367.12, PB.10367.14, PB.10367.15, PB.10367.17, PB.10367.19, PB.10367.21, PB.10367.22, PB.10367.23, PB.10367.24, PB.10367.25, PB.10367.26, PB.10367.27, PB.10367.3, PB.10367.30, PB.10367.31, PB.10367.34, PB.10367.35, PB.10367.36, PB.10367.38, PB.10367.39, PB.10367.40, PB.10367.41, PB.10367.42, PB.10367.43, PB.10367.44, PB.10367.45, PB.10367.46, PB.10367.47, PB.10367.48, PB.10367.5, PB.10367.6, PB.10367.8, PB.10367.9",45
